genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
hiphop,0.105,0.15,1.898,2.744,0.076,0.052,0.133,0.069,1728.482,633.703,2050.998,328.47,2674.486,260.641,2674.486,260.641,23.969,18.064,20.265,20.585,20.848,20.265,17.461,6.321,5.158,5.021,5.172,4.01,3.523,2.155,3568.017,1172.026,-158.575,100.555,-13.484,47.156,14.014,14.987,8.919,9.694,4.988,5.931,0.828,4.363,-1.584,-2.896,1.717,4.227,-8.003,-6.077,-4.111,-0.663,52.071,25.252,18.36,15.916,13.098,10.639,13.196,7.259,7.055,7.492,7.265,7.552,5.515,6.404,5.334,6.469,6.401,5.834,6.815,5.998,0.328,0.328,0.395,0.479,0.607,0.524,0.4,0.387,0.273,0.228,0.283,0.37,0.257,0.249,0.28,0.293,0.35,0.339,0.31,0.314,0.236,0.221,0.261,0.326
hiphop,0.104,0.15,1.872,2.655,0.067,0.045,0.133,0.07,1620.428,659.473,2008.136,380.646,2661.213,300.249,2661.213,300.249,23.771,18.295,19.877,21.57,20.129,19.297,16.906,6.077,5.204,4.557,4.653,3.921,3.424,1.951,3344.716,1347.378,-162.407,109.703,-12.177,39.854,13.075,15.123,5.481,9.571,8.549,6.181,2.368,3.337,-3.626,-4.685,-0.89,6.983,-5.926,-5.696,-4.292,-2.666,48.761,26.68,16.371,12.621,13.569,10.245,10.502,6.972,7.19,6.706,7.217,7.719,5.833,5.732,5.827,6.781,8.05,7.076,7.113,5.214,0.272,0.299,0.399,0.466,0.571,0.507,0.415,0.361,0.308,0.28,0.337,0.362,0.209,0.245,0.317,0.298,0.362,0.345,0.318,0.294,0.288,0.249,0.299,0.332
hiphop,0.106,0.153,1.894,2.752,0.074,0.065,0.135,0.071,1742.267,809.933,2090.286,432.14,2729.329,352.509,2729.329,352.509,23.265,17.657,19.272,19.898,19.062,19.111,16.879,5.686,5.412,4.709,5.11,4.355,3.736,1.86,3595.545,1562.114,-163.712,102.047,-7.123,44.181,14.764,13.293,8.157,9.256,5.807,8.89,0.885,5.62,-3.627,-2.099,-0.677,1.334,-5.317,-3.01,-4.145,-3.437,58.905,29.335,23.618,15.386,14.602,12.251,13.297,8.393,7.552,9.096,7.729,9.877,6.426,6.637,6.202,7.019,8.484,5.909,5.963,5.705,0.256,0.383,0.477,0.605,0.545,0.455,0.4,0.327,0.304,0.271,0.362,0.298,0.206,0.306,0.262,0.373,0.354,0.324,0.3,0.276,0.283,0.26,0.323,0.246
hiphop,0.132,0.17,1.551,1.06,0.07,0.033,0.164,0.043,2346.887,578.334,2513.89,319.192,2983.939,269.582,2983.939,269.582,26.543,14.641,16.043,17.182,15.999,16.282,17.931,4.523,3.777,3.858,3.957,2.58,2.532,1.323,5200.119,1089.133,-100.567,72.006,-1.935,44.03,4.042,25.072,4.613,16.019,5.497,11.971,5.028,10.004,2.8,-3.792,-1.746,2.214,-2.102,1.738,0.744,-4.063,50.885,19.413,21.824,14.876,11.121,8.655,9.148,8.921,8.51,8.679,7.13,7.076,7.41,8.718,6.602,5.974,5.14,6.117,5.889,6.671,0.415,0.38,0.41,0.502,0.592,0.58,0.543,0.495,0.504,0.521,0.541,0.482,0.264,0.213,0.23,0.283,0.331,0.303,0.262,0.254,0.32,0.328,0.349,0.315
hiphop,0.134,0.172,1.538,1.013,0.069,0.033,0.166,0.044,2331.914,592.448,2510.817,350.239,2984.26,300.313,2984.26,300.313,26.626,14.996,16.004,16.911,16.364,16.559,18.018,4.624,4.216,3.914,3.812,2.869,2.831,1.534,5170.242,1149.89,-103.927,71.428,-1.238,46.971,7.598,23.635,3.043,13.908,5.42,14.78,5.318,9.836,2.822,-2.296,-0.841,2.14,-2.697,1.868,0.372,-4.419,55.941,20.617,23.528,14.553,12.638,9.718,9.268,7.429,8.98,10.435,7.063,6.631,7.088,7.853,6.93,6.062,5.351,6.329,5.968,6.929,0.499,0.403,0.359,0.389,0.47,0.535,0.534,0.514,0.504,0.54,0.562,0.584,0.307,0.232,0.195,0.248,0.3,0.333,0.292,0.252,0.253,0.332,0.325,0.337
hiphop,0.136,0.174,1.403,0.742,0.071,0.034,0.169,0.04,2302.488,608.754,2458.61,339.281,2933.892,291.724,2933.892,291.724,27.012,14.993,16.473,17.073,16.35,16.677,18.125,5.116,3.954,4.372,4.013,2.784,2.916,1.486,5061.901,1142.725,-98.885,73.784,-3.817,47.146,5.008,24.03,2.995,13.692,6.082,13.816,4.574,9.875,3.225,-2.962,-1.199,2.641,-3.565,1.714,1.517,-4.489,54.067,22.889,21.303,14.927,12.913,9.13,8.995,8.224,9.926,9.859,7.774,8.215,6.869,8.215,6.329,5.597,5.531,7.255,5.985,7.504,0.412,0.354,0.393,0.491,0.566,0.584,0.541,0.499,0.516,0.542,0.574,0.496,0.238,0.185,0.224,0.276,0.322,0.321,0.28,0.243,0.303,0.317,0.338,0.292
hiphop,0.183,0.234,1.105,0.241,0.049,0.036,0.224,0.064,1715.18,605.641,2209.181,327.904,2855.471,262.22,2855.471,262.22,26.532,14.394,16.942,16.251,16.552,17.309,15.705,5.096,3.754,5.091,3.976,2.97,2.893,1.606,3671.586,1349.744,-118.616,91.893,0.774,54.029,17.889,15.816,11.712,13.807,8.615,9.502,7.923,5.542,-0.076,1.977,0.105,-1.844,-4.055,-3.557,-4.573,-3.824,66.27,22.383,25.173,13.265,11.616,8.649,8.7,8.817,6.834,7.311,7.519,7.389,7.827,8.547,5.577,6.817,7.086,6.543,6.556,8.331,0.205,0.195,0.239,0.38,0.445,0.39,0.401,0.589,0.632,0.636,0.43,0.253,0.229,0.214,0.219,0.344,0.346,0.273,0.21,0.345,0.312,0.338,0.24,0.211
hiphop,0.182,0.233,1.094,0.227,0.055,0.04,0.224,0.064,1881.575,668.15,2310.719,369.262,2932.958,309.694,2932.958,309.694,26.119,14.137,14.817,15.74,16.291,17.292,15.637,4.774,3.649,3.91,4.138,3.097,2.673,1.463,4056.91,1338.291,-106.27,85.576,-2.391,51.662,17.452,17.886,17.489,15.106,7.034,8.671,6.61,3.188,0.1,-0.309,0.904,-0.448,-2.17,-2.527,-4.507,-4.003,59.085,24.388,21.836,14.189,11.24,8.674,9.922,8.131,6.31,7.558,5.815,7.658,8.241,6.979,5.283,5.817,7.036,6.447,6.05,8.045,0.23,0.215,0.252,0.363,0.437,0.382,0.408,0.599,0.644,0.65,0.464,0.294,0.239,0.222,0.224,0.336,0.35,0.259,0.202,0.327,0.297,0.331,0.244,0.224
hiphop,0.184,0.235,1.075,0.182,0.05,0.038,0.226,0.063,1778.992,631.242,2302.251,276.423,2957.117,198.203,2957.117,198.203,26.015,14.152,14.427,17.227,16.751,16.615,15.813,5.155,3.665,3.97,3.424,3.339,1.855,1.431,3852.27,1268.329,-116.007,83.631,-0.357,51.131,22.819,25.418,16.998,12.212,5.195,9.033,9.354,4.509,-0.484,-2.974,-0.338,-0.224,-0.339,0.11,-4.211,-5.054,59.906,20.351,19.99,11.984,11.512,8.929,7.703,7.73,4.753,6.86,5.754,7.613,8.009,6.424,4.657,5.561,7.891,6.526,5.316,4.882,0.2,0.186,0.235,0.339,0.378,0.338,0.383,0.605,0.69,0.635,0.413,0.251,0.209,0.192,0.224,0.343,0.307,0.211,0.179,0.331,0.304,0.32,0.218,0.191
hiphop,0.097,0.142,2.051,3.297,0.128,0.086,0.126,0.064,2576.046,879.189,2402.27,348.474,2892.883,287.898,2892.883,287.898,23.247,13.569,15.39,16.497,16.287,16.592,16.923,6.469,3.678,4.367,4.668,3.438,3.098,1.58,5086.457,1340.534,-117.608,63.401,-15.137,43.323,7.062,22.227,8.109,9.484,0.785,5.393,-2.261,-1.048,-2.129,-3.725,-4.549,-2.978,-5.61,-3.19,-3.243,-4.533,69.114,29.167,23.536,17.154,15.802,11.9,11.876,10.828,9.307,10.49,8.704,8.645,7.787,6.349,6.29,6.65,5.577,4.76,6.018,6.169,0.477,0.465,0.444,0.48,0.429,0.434,0.504,0.517,0.638,0.579,0.514,0.51,0.304,0.309,0.257,0.284,0.284,0.27,0.28,0.275,0.318,0.285,0.274,0.295
hiphop,0.103,0.151,2.179,3.713,0.125,0.084,0.134,0.07,2512.492,848.825,2382.537,325.199,2868.145,270.806,2868.145,270.806,23.012,13.893,15.481,16.253,15.561,16.145,17.262,6.098,3.874,3.814,4.266,3.124,2.792,1.527,5037.196,1239.784,-107.937,67.323,-15.048,43.724,4.604,24.642,9.04,11.652,1.206,4.791,-1.498,-1.183,-2.108,-2.382,-3.963,-3.469,-5.905,-2.552,-3.073,-4.356,67.907,25.472,23.567,16.901,14.388,11.701,14.232,10.723,9.334,9.701,8.733,8.228,6.772,6.621,6.732,6.229,5.376,5.399,5.342,6.414,0.513,0.528,0.504,0.444,0.48,0.444,0.456,0.511,0.546,0.616,0.586,0.522,0.282,0.291,0.291,0.244,0.276,0.26,0.26,0.293,0.277,0.286,0.263,0.264
hiphop,0.101,0.146,2.095,3.355,0.155,0.114,0.131,0.065,2822.701,1138.203,2466.874,406.241,2939.335,326.661,2939.335,326.661,23.427,13.774,14.961,15.252,15.311,16.144,17.005,6.169,3.676,3.491,3.673,2.672,2.632,1.501,5396.99,1620.108,-104.064,58.582,-11.262,42.076,6.818,22.726,6.997,10.873,0.965,5.84,-1.66,-1.953,-1.332,-3.508,-5.761,-4.936,-5.001,-3.735,-3.378,-2.841,68.105,32.872,27.161,19.82,14.148,11.956,12.625,11.745,10.056,8.501,9.289,8.009,7.318,7.396,5.947,6.296,5.1,5.109,4.598,4.783,0.503,0.492,0.476,0.442,0.477,0.452,0.446,0.511,0.537,0.626,0.616,0.542,0.292,0.295,0.269,0.253,0.28,0.265,0.266,0.286,0.266,0.297,0.272,0.274
hiphop,0.117,0.157,1.588,1.396,0.082,0.058,0.147,0.055,2173.225,924.718,2410.327,587.27,2970.551,504.182,2970.551,504.182,24.464,14.388,15.775,16.321,16.76,18.522,15.852,4.99,3.654,4.228,3.721,3.257,3.935,1.944,4636.558,1979.874,-124.344,84.699,-2.774,48.872,15.326,12.203,11.292,8.665,7.648,13.289,1.077,4.829,1.273,2.259,-2.495,-0.696,-2.668,-3.678,-1.907,-2.342,57.851,32.324,27.442,16.745,11.832,11.422,12.003,8.937,7.705,10.157,7.345,6.358,5.899,5.963,7.107,5.73,5.959,5.833,5.802,5.728,0.535,0.47,0.468,0.5,0.543,0.66,0.548,0.476,0.503,0.534,0.482,0.456,0.309,0.257,0.269,0.281,0.253,0.325,0.243,0.241,0.258,0.295,0.228,0.262
hiphop,0.124,0.162,1.565,1.186,0.054,0.032,0.154,0.051,1829.524,697.381,2229.39,495.394,2814.689,425.124,2814.689,425.124,25.55,14.481,15.475,16.028,16.176,17.92,16.174,4.486,3.912,4.031,3.915,2.929,2.997,1.765,3999.98,1561.81,-132.519,98.245,-4.492,48.508,11.609,17.513,11.521,10.992,7.268,10.571,3.336,5.028,0.348,1.734,-0.811,-0.443,-2.736,-4.232,-1.904,-3.222,57.981,27.023,26.788,16.166,14.72,10.274,12.755,8.823,7.993,10.437,6.846,5.967,6.648,6.013,6.247,5.868,6.076,6.454,5.771,6.475,0.525,0.443,0.433,0.474,0.557,0.708,0.564,0.451,0.452,0.516,0.452,0.45,0.324,0.246,0.258,0.265,0.247,0.316,0.246,0.23,0.25,0.313,0.242,0.281
hiphop,0.123,0.161,1.542,1.133,0.052,0.031,0.153,0.05,1757.404,694.61,2200.461,478.062,2798.393,406.313,2798.393,406.313,25.607,14.399,16.427,16.993,16.512,18.037,16.032,4.62,3.767,4.373,4.472,3.177,3.369,1.787,3900.183,1548.591,-142.98,98.993,0.534,53.314,10.612,15.335,11.702,11.103,9.015,8.62,1.476,5.686,1.587,2.581,-1.197,-0.215,-2.014,-3.634,-1.21,-2.684,56.336,27.678,23.317,17.422,15.906,10.158,11.985,8.643,7.998,10.019,7.039,6.452,6.252,6.262,6.119,6.559,6.01,6.195,6.114,5.899,0.528,0.448,0.434,0.451,0.536,0.705,0.578,0.448,0.421,0.477,0.445,0.468,0.319,0.258,0.254,0.259,0.254,0.33,0.236,0.224,0.231,0.295,0.237,0.301
hiphop,0.156,0.196,0.989,0.01,0.042,0.033,0.187,0.057,1615.879,566.145,2075.402,400.108,2643.895,361.133,2643.895,361.133,27.309,14.079,15.067,16.42,16.118,18.272,17.086,4.946,3.366,4.066,4.269,4.095,3.376,1.656,3626.246,1310.246,-157.963,94.558,-9.441,57.483,7.56,21.198,15.402,14.484,8.962,13.658,8.237,6.969,2.815,2.406,1.058,3.638,0.07,-1.308,-2.323,-1.778,73.949,22.674,25.9,15.12,13.438,8.979,11.342,8.702,6.803,9.319,6.486,5.801,6.795,7.273,5.785,6.09,5.548,5.663,5.512,5.836,0.421,0.423,0.422,0.342,0.279,0.283,0.36,0.472,0.627,0.567,0.554,0.504,0.321,0.36,0.386,0.301,0.238,0.199,0.244,0.307,0.362,0.26,0.288,0.31
hiphop,0.152,0.193,0.961,0.04,0.05,0.045,0.183,0.061,1668.008,579.957,2062.115,366.153,2625.911,340.591,2625.911,340.591,27.249,14.09,15.131,15.7,17.029,19.071,17.186,5.934,3.378,4.144,3.952,4.153,3.522,1.863,3642.409,1224.36,-160.821,89.755,-13.956,58.925,9.416,19.15,12.226,11.053,9.054,14.766,6.037,8.069,3.837,1.958,1.649,3.343,0.194,-0.118,-1.394,-1.713,75.51,22.877,28.598,23.243,19.352,9.949,10.899,8.093,9.235,8.967,6.163,7.153,7.072,6.716,6.525,5.517,5.638,5.669,6.101,6.376,0.461,0.41,0.441,0.42,0.318,0.255,0.338,0.426,0.567,0.594,0.516,0.531,0.317,0.339,0.396,0.362,0.275,0.202,0.232,0.303,0.363,0.325,0.252,0.287
hiphop,0.142,0.184,1.145,0.454,0.069,0.054,0.171,0.069,1786.815,586.482,2001.419,310.145,2541.699,280.716,2541.699,280.716,26.328,14.542,16.613,17.693,18.236,19.986,17.143,5.259,3.944,4.5,4.232,4.262,3.857,1.644,3680.754,1031.518,-141.692,94.105,-24.294,57.5,8.723,15.109,12.177,7.959,4.779,10.521,2.623,6.053,2.033,0.558,-2.67,2.154,-0.945,-2.74,-3.284,-0.508,63.299,20.84,21.592,17.128,15.569,13.103,11.123,10.093,8.143,11.076,10.06,8.87,8.904,8.536,8.135,7.624,7.617,7.087,6.295,7.142,0.49,0.435,0.427,0.398,0.31,0.29,0.316,0.438,0.574,0.522,0.505,0.514,0.308,0.324,0.359,0.33,0.241,0.252,0.234,0.32,0.357,0.326,0.278,0.283
hiphop,0.122,0.165,1.596,1.505,0.067,0.041,0.153,0.06,1775.549,626.988,2200.968,412.817,2860.499,362.11,2860.499,362.11,25.033,15.869,18.801,19.423,19.077,18.498,16.176,5.485,4.212,4.866,4.658,3.882,3.2,1.791,3736.136,1404.333,-140.27,93.467,-10.253,41.967,24.402,23.245,10.482,9.028,6.004,3.717,6.697,2.713,1.091,1.469,-0.035,3.278,-1.791,-2.688,-4.312,-1.77,58.78,24.791,26.025,17.463,17.134,13.344,11.506,9.13,8.256,8.166,8.379,6.995,7.317,7.215,7.082,8.095,6.066,7.007,8.179,7.357,0.58,0.487,0.418,0.38,0.418,0.441,0.508,0.501,0.449,0.417,0.475,0.519,0.326,0.309,0.264,0.241,0.25,0.259,0.298,0.303,0.285,0.265,0.252,0.266
hiphop,0.124,0.165,1.561,1.316,0.065,0.037,0.156,0.055,1738.611,509.519,2173.118,294.312,2837.488,273.35,2837.488,273.35,25.675,15.262,17.987,18.676,18.576,18.489,18.466,5.316,4.329,4.3,4.079,3.513,2.936,2.162,3662.368,1095.282,-124.074,99.086,-12.851,36.63,18.457,21.29,7.272,10.596,9.152,7.299,6.974,3.883,2.384,-0.325,0.169,1.697,-1.559,-1.294,-1.669,0.692,52.522,20.428,22.284,19.576,20.084,11.684,10.456,9.011,9.96,9.559,9.567,8.22,7.272,7.27,7.631,6.148,6.934,8.026,8.145,6.544,0.591,0.476,0.39,0.365,0.503,0.528,0.489,0.497,0.482,0.472,0.532,0.541,0.316,0.271,0.238,0.219,0.28,0.307,0.272,0.299,0.267,0.274,0.251,0.247
hiphop,0.125,0.167,1.548,1.288,0.07,0.037,0.157,0.056,1837.211,535.366,2210.091,308.216,2854.048,282.477,2854.048,282.477,26.051,15.515,18.543,18.6,18.635,17.999,17.25,5.745,4.154,4.597,3.814,3.457,2.595,2.16,3888.142,1136.606,-117.468,94.899,-15.335,35.257,18.951,25.151,7.084,9.223,10.882,5.535,6.32,5.427,1.734,1.071,-1.37,1.736,-1.464,0.332,-0.67,-1.132,54.674,21.521,21.663,17.791,18.846,12.013,11.403,8.911,10.598,10.383,8.955,8.915,7.606,7.079,7.402,6.267,6.668,8.143,9.194,6.925,0.588,0.468,0.389,0.345,0.474,0.523,0.439,0.452,0.444,0.456,0.493,0.492,0.315,0.293,0.246,0.218,0.279,0.332,0.266,0.297,0.269,0.252,0.251,0.252
hiphop,0.152,0.241,1.986,3.502,0.111,0.108,0.194,0.142,2427.989,1339.859,2540.349,569.358,3148.965,443.854,3148.965,443.854,24.351,16.307,18.973,17.862,17.521,16.788,15.679,6.359,6.67,5.509,4.478,3.492,2.784,1.61,4950.413,2434.734,-143.701,71.408,8.61,21.372,10.375,17.189,8.839,7.354,-2.155,-1.449,1.052,3.494,-0.34,3.166,-3.445,0.173,1.759,1.095,0.135,-1.102,90.756,46.438,42.877,22.46,20.857,16.062,14.254,14.168,12.574,12.019,11.239,10.577,11.335,9.577,8.915,8.394,7.739,7.645,6.811,7.184,0.438,0.39,0.443,0.499,0.6,0.529,0.467,0.45,0.468,0.445,0.45,0.478,0.32,0.28,0.306,0.294,0.316,0.314,0.295,0.282,0.337,0.326,0.314,0.297
hiphop,0.165,0.257,1.821,2.853,0.102,0.096,0.211,0.148,2319.962,1359.383,2466.116,661.203,3097.318,510.133,3097.318,510.133,24.916,15.043,18.574,17.147,17.751,17.167,15.386,6.759,5.819,5.426,4.287,3.649,2.785,1.62,4662.888,2617.182,-142.011,77.085,5.33,24.459,15.423,13.334,9.533,6.129,0.206,0.795,1.878,2.839,0.995,4.977,-4.245,1.065,3.371,2.689,-1.119,-1.179,86.502,51.78,43.388,25.191,22.262,16.978,13.529,14.641,12.275,12.24,10.052,10.31,10.347,9.883,8.407,8.583,8.552,7.754,6.818,8.793,0.433,0.415,0.422,0.452,0.513,0.499,0.52,0.51,0.486,0.461,0.45,0.437,0.323,0.285,0.29,0.3,0.326,0.314,0.289,0.295,0.316,0.31,0.29,0.289
hiphop,0.125,0.221,2.426,5.661,0.116,0.091,0.168,0.144,2436.377,1166.633,2517.839,504.879,3123.339,404.743,3123.339,404.743,24.541,14.391,17.731,17.078,18.015,17.058,15.528,6.431,5.894,5.293,4.253,3.622,2.919,1.573,4976.343,2142.873,-146.492,71.801,-0.002,26.233,12.952,11.519,7.613,7.207,-1.612,-1.867,0.594,1.397,-3.983,1.323,-5.042,-2.549,-0.189,-0.073,-0.428,-3.82,97.105,45.741,42.357,26.445,20.603,17.445,12.341,10.353,12.676,10.229,10.464,9.4,11.591,9.786,8.627,7.777,7.445,7.333,7.138,7.103,0.474,0.425,0.461,0.494,0.541,0.457,0.507,0.498,0.448,0.448,0.448,0.494,0.323,0.309,0.308,0.32,0.326,0.28,0.309,0.289,0.304,0.297,0.268,0.281
hiphop,0.136,0.22,2.217,4.367,0.147,0.098,0.174,0.134,2912.834,1108.487,2629.636,415.863,3111.844,344.943,3111.844,344.943,25.191,16.597,17.955,16.417,17.654,16.593,16.096,6.337,5.037,4.674,3.383,2.868,2.763,2.078,5836.272,1694.096,-98.877,59.112,-7.972,25.414,2.616,10.035,-7.119,1.38,-1.638,0.012,2.826,-0.689,-0.759,4.787,0.024,0.2,-3.684,0.404,-0.424,-0.631,74.664,34.699,26.29,22.745,17.622,13.785,15.043,13.411,12.762,13.213,10.52,11.982,9.08,9.389,9.014,8.684,8.278,7.208,5.817,6.626,0.408,0.444,0.415,0.432,0.404,0.423,0.537,0.484,0.458,0.496,0.5,0.427,0.306,0.299,0.292,0.299,0.285,0.281,0.312,0.286,0.299,0.323,0.315,0.302
hiphop,0.157,0.238,1.953,3.089,0.107,0.071,0.2,0.129,2474.73,1024.004,2429.422,536.637,2975.525,468.306,2975.525,468.306,24.674,16.163,19.4,16.172,17.237,18.065,15.956,6.138,4.29,4.131,3.452,3.164,3.061,1.842,5021.933,1849.848,-91.856,77.975,-11.292,35.497,6.397,-1.86,-10.509,-7.588,-7.118,-6.495,-2.753,-2.569,-1.212,1.448,-1.646,3.193,-4.782,2.661,0.514,-0.347,64.082,35.58,34.298,20.837,16.135,16.404,13.967,12.014,12.476,11.501,11.983,10.734,9.757,9.138,9.102,8.402,9.063,9.169,7.637,7.736,0.419,0.369,0.306,0.367,0.385,0.4,0.529,0.448,0.442,0.486,0.655,0.531,0.301,0.285,0.249,0.279,0.276,0.233,0.298,0.29,0.316,0.323,0.332,0.299
hiphop,0.147,0.227,1.989,3.366,0.113,0.08,0.186,0.13,2510.669,1138.496,2423.958,555.972,2973.843,472.87,2973.843,472.87,23.827,16.893,19.856,17.054,17.514,17.975,16.295,6.87,4.507,4.808,3.856,3.197,3.313,2.062,4987.06,2020.771,-106.115,76.502,-11.134,34.495,6.243,-2.211,-9.149,-6.597,-9.194,-6.291,-2.014,-2.344,0.393,1.505,-1.518,3.223,-3.359,0.546,0.82,1.244,73.066,39.232,32.678,23.938,16.657,15.414,15.303,12.689,13.423,11.598,13.022,10.853,9.586,9.284,8.754,7.283,8.688,7.817,7.634,7.998,0.395,0.402,0.339,0.369,0.36,0.443,0.537,0.406,0.433,0.481,0.585,0.489,0.287,0.311,0.274,0.27,0.263,0.267,0.302,0.255,0.314,0.339,0.324,0.298
hiphop,0.182,0.258,1.925,2.553,0.096,0.074,0.229,0.118,2526.716,951.829,2575.331,446.693,3085.985,367.028,3085.985,367.028,26.692,17.62,19.865,17.407,16.135,16.287,16.232,7.215,5.198,5.293,4.159,3.469,2.722,1.666,5331.616,1556.772,-75.802,69.369,7.146,42.611,2.272,8.646,-4.569,1.873,-2.608,-5.071,-2.761,-1.988,-4.299,2.362,-4.958,-2.18,1.886,-6.669,-6.386,-3.532,62.678,30.606,30.63,18.918,18.178,16.284,12.315,12.306,10.939,10.935,8.848,10.519,8.47,7.698,8.055,9.288,7.528,7.994,6.751,6.025,0.341,0.319,0.296,0.329,0.366,0.409,0.383,0.405,0.553,0.538,0.481,0.379,0.308,0.278,0.263,0.289,0.296,0.329,0.285,0.309,0.343,0.324,0.326,0.275
hiphop,0.194,0.27,1.851,2.192,0.074,0.047,0.244,0.115,2379.506,734.576,2570.539,332.299,3074.565,267.618,3074.565,267.618,27.086,16.747,20.192,17.096,16.039,15.939,16.399,6.888,4.521,5.236,4.518,3.169,2.362,1.748,5219.628,1201.711,-77.785,70.696,12.39,52.093,4.635,13.356,-1.643,6.681,-0.559,-2.788,-2.739,0.769,-3.251,1.854,-2.415,-0.025,2.781,-4.795,-5.362,-4.059,58.253,24.473,21.068,19.254,16.422,13.739,12.235,11.86,13.102,9.882,8.962,9.242,8.886,7.87,7.312,7.348,6.593,7.606,6.282,5.813,0.375,0.356,0.334,0.36,0.363,0.369,0.362,0.375,0.543,0.56,0.488,0.427,0.332,0.314,0.291,0.321,0.302,0.315,0.29,0.279,0.337,0.333,0.327,0.32
hiphop,0.185,0.265,1.932,2.621,0.069,0.052,0.234,0.123,2305.844,692.719,2575.213,319.935,3085.737,253.523,3085.737,253.523,26.119,17.391,19.621,16.468,15.682,15.661,16.522,6.982,5.275,5.67,4.345,3.529,2.578,1.676,5183.582,1175.116,-93.373,69.966,12.465,51.759,7.027,17.758,0.803,6.817,-0.063,-0.51,-2.184,1.871,-1.923,2.638,-0.695,-0.055,0.577,-3.888,-5.265,-3.724,64.618,23.199,19.678,16.016,17.936,12.896,12.681,11.095,10.273,8.522,8.641,8.248,8.725,7.701,6.08,7.107,6.594,6.144,6.367,5.38,0.349,0.359,0.376,0.394,0.399,0.404,0.375,0.412,0.55,0.592,0.417,0.369,0.303,0.32,0.323,0.316,0.29,0.349,0.302,0.313,0.321,0.337,0.301,0.318
hiphop,0.162,0.256,2.348,4.51,0.095,0.097,0.216,0.138,2537.234,1363.276,2824.834,550.13,3434.391,383.4,3434.391,383.4,23.341,16.485,18.419,15.768,16.11,15.754,15.332,5.742,4.75,5.498,4.067,3.182,2.482,1.602,5540.828,2529.418,-122.141,76.237,38.244,28.782,13.573,9.896,2.433,7.316,-2.257,-3.543,2.729,3.34,-1.562,0.676,-3.321,-2.279,-4.38,-1.268,-1.658,-5.244,82.538,45.462,29.487,19.128,17.562,15.655,12.398,9.394,9.7,11.665,9.254,8.387,8.034,7.579,6.553,6.387,7.305,6.746,5.584,6.31,0.422,0.463,0.524,0.559,0.503,0.385,0.347,0.311,0.3,0.348,0.392,0.391,0.312,0.321,0.329,0.338,0.319,0.261,0.303,0.276,0.262,0.293,0.323,0.291
hiphop,0.146,0.237,2.57,5.558,0.087,0.087,0.195,0.135,2402.561,1386.924,2797.267,519.348,3437.466,332.513,3437.466,332.513,24.941,16.731,18.168,16.635,15.66,15.495,15.491,5.987,5.636,5.419,5.04,2.653,2.231,1.831,5261.421,2571.808,-148.326,78.719,44.66,27.51,9.126,11.203,5.152,9.748,0.539,0.523,5.836,5.376,-2.264,2.415,-1.768,-3.902,-1.623,-0.865,-2.937,-5.717,97.067,42.85,24.987,20.212,18.617,14.315,11.451,11.666,10.629,9.43,8.82,7.701,9.964,7.464,6.476,7.79,6.693,6.684,6.708,5.256,0.485,0.527,0.555,0.542,0.486,0.422,0.354,0.285,0.292,0.338,0.416,0.486,0.287,0.34,0.342,0.325,0.304,0.308,0.309,0.25,0.263,0.281,0.295,0.31
